ID,Name,Type,Year,Category (Saffir-Simpson Scale),Wind (knots),Area,Gender of Name,Month(s),Start Date,End Date,Duration (days),Page url
Olga - Tropical Storm (2000),Olga,Tropical Storm,2000,,45,Southern Indian,,March,15/03/2000,19/03/2000,5,http://weather.unisys.com/hurricane/s_indian/2000H/index.php
One - Tropical Storm (2010),One,Tropical Storm,2010,,35,Southern Indian,,October,26/10/2010,28/10/2010,3,http://weather.unisys.com/hurricane/s_indian/2010H/index.php
One - Tropical Storm (2013),One,Tropical Storm,2013,,35,Southern Indian,,October,27/10/2013,28/10/2013,2,http://weather.unisys.com/hurricane/s_indian/2013/index.php
Peta - Tropical Storm (2013),Peta,Tropical Storm,2013,,35,Southern Indian,,January,22/01/2013,23/01/2013,2,http://weather.unisys.com/hurricane/s_indian/2013/index.php
Raymond - Tropical Storm (2005),Raymond,Tropical Storm,"2005, 2006",,50,Southern Indian,,"December, January",31/12/2005,3/01/2006,4,http://weather.unisys.com/hurricane/s_indian/2005H/index.php
Robyn - Tropical Storm (2010),Robyn,Tropical Storm,2010,,60,Southern Indian,,April,2/04/2010,6/04/2010,5,http://weather.unisys.com/hurricane/s_indian/2010H/index.php
Rosie - Tropical Storm (2008),Rosie,Tropical Storm,2008,,45,Southern Indian,,April,21/04/2008,24/04/2008,4,http://weather.unisys.com/hurricane/s_indian/2008H/index.php
Sally - Tropical Storm (2005),Sally,Tropical Storm,2005,,40,Southern Indian,,January,8/01/2005,10/01/2005,3,http://weather.unisys.com/hurricane/s_indian/2005H/index.php
Sean - Tropical Storm (2010),Sean,Tropical Storm,2010,,55,Southern Indian,,April,22/04/2010,25/04/2010,4,http://weather.unisys.com/hurricane/s_indian/2010H/index.php
Seven - Tropical Storm (2012),Seven,Tropical Storm,2012,,,Southern Indian,,December,31/12/2012,31/12/2012,1,http://weather.unisys.com/hurricane/s_indian/2012H/index.php
Terri - Tropical Storm (2001),Terri,Tropical Storm,2001,,55,Southern Indian,,January,29/01/2001,31/01/2001,3,http://weather.unisys.com/hurricane/s_indian/2001H/index.php
Three - Tropical Storm (2008) - Southern Indian,Three,Tropical Storm,2008,,40,Southern Indian,,November,19/11/2008,20/11/2008,2,http://weather.unisys.com/hurricane/s_indian/2008H/index.php
Tim - Tropical Storm (2005),Tim,Tropical Storm,2005,,35,Southern Indian,,January,23/01/2005,25/01/2005,3,http://weather.unisys.com/hurricane/s_indian/2005H/index.php
Twenty - Tropical Storm (2011),Twenty,Tropical Storm,2011,,35,Southern Indian,,April,2/04/2011,4/04/2011,3,http://weather.unisys.com/hurricane/s_indian/2011H/index.php
Two - Tropical Storm (2011),Two,Tropical Storm,2011,,35,Southern Indian,,December,6/12/2011,7/12/2011,2,http://weather.unisys.com/hurricane/s_indian/2011H/index.php
Vince - Tropical Storm (2011),Vince,Tropical Storm,2011,,40,Southern Indian,,January,12/01/2011,16/01/2011,5,http://weather.unisys.com/hurricane/s_indian/2011H/index.php
Vincent - Tropical Storm (2001),Vincent,Tropical Storm,2001,,35,Southern Indian,,February,12/02/2001,15/02/2001,4,http://weather.unisys.com/hurricane/s_indian/2001H/index.php
04p - Tropical Storm (2006),04p,Tropical Storm,2006,,35,Southern Pacific,,"November, December",30/11/2006,1/12/2006,2,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
08p - Tropical Storm (2007),08p,Tropical Storm,2007,,45,Southern Pacific,,January,22/01/2007,22/01/2007,1,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
10p - Tropical Storm (2001),10p,Tropical Storm,2001,,35,Southern Pacific,,January,17/01/2001,18/01/2001,2,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
11p - Tropical Storm (2007),11p,Tropical Storm,2007,,35,Southern Pacific,,February,4/02/2007,4/02/2007,1,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
15p - Tropical Storm (2008),15p,Tropical Storm,2008,,35,Southern Pacific,,January,27/01/2008,27/01/2008,1,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
16p - Tropical Storm (2002),16p,Tropical Storm,2002,,35,Southern Pacific,,February,24/02/2002,26/02/2002,3,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
19p - Tropical Storm (2002),19p,Tropical Storm,2002,,35,Southern Pacific,,March,14/03/2002,16/03/2002,3,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
20p - Tropical Storm (2008),20p,Tropical Storm,2008,,35,Southern Pacific,,February,29/02/2008,29/02/2008,1,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
22p - Tropical Storm (2004),22p,Tropical Storm,2004,,35,Southern Pacific,,April,7/04/2004,9/04/2004,3,http://weather.unisys.com/hurricane/s_pacific/2004/index.php
24p - Tropical Storm (2008),24p,Tropical Storm,2008,,35,Southern Pacific,,March,20/03/2008,21/03/2008,2,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
27p - Tropical Storm (2003),27p,Tropical Storm,2003,,35,Southern Pacific,,April,14/04/2003,14/04/2003,1,http://weather.unisys.com/hurricane/s_pacific/2003/index.php
27p - Tropical Storm (2008),27p,Tropical Storm,2008,,35,Southern Pacific,,April,18/04/2008,19/04/2008,2,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
Abigail - Tropical Storm (2001),Abigail,Tropical Storm,2001,,55,Southern Pacific,,January,25/01/2001,27/01/2001,3,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
Alessia - Tropical Storm (2013) - Southern Pacific,Alessia,Tropical Storm,2013,,35,Southern Pacific,,November,27/11/2013,27/11/2013,1,http://weather.unisys.com/hurricane/s_pacific/2013/index.php
Anthony - Tropical Storm (2011),Anthony,Tropical Storm,2011,,45,Southern Pacific,,January,23/01/2011,30/01/2011,8,http://weather.unisys.com/hurricane/s_pacific/2011/index.php
Bernie - Tropical Storm (2002),Bernie,Tropical Storm,2002,,45,Southern Pacific,,January,3/01/2002,4/01/2002,2,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
Charlotte - Tropical Storm (2009),Charlotte,Tropical Storm,2009,,35,Southern Pacific,,January,11/01/2009,11/01/2009,1,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Cilla - Tropical Storm (2003),Cilla,Tropical Storm,2003,,35,Southern Pacific,,January,27/01/2003,27/01/2003,1,http://weather.unisys.com/hurricane/s_pacific/2003/index.php
Cliff - Tropical Storm (2007),Cliff,Tropical Storm,2007,,55,Southern Pacific,,April,4/04/2007,6/04/2007,3,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
Craig - Tropical Storm (2003),Craig,Tropical Storm,2003,,35,Southern Pacific,,March,12/03/2003,12/03/2003,1,http://weather.unisys.com/hurricane/s_pacific/2003/index.php
Cyril - Tropical Storm (2012),Cyril,Tropical Storm,2012,,45,Southern Pacific,,February,6/02/2012,8/02/2012,3,http://weather.unisys.com/hurricane/s_pacific/2012/index.php
Daphne - Tropical Storm (2012),Daphne,Tropical Storm,2012,,45,Southern Pacific,,April,2/04/2012,3/04/2012,2,http://weather.unisys.com/hurricane/s_pacific/2012/index.php
Des - Tropical Storm (2002),Des,Tropical Storm,2002,,45,Southern Pacific,,March,5/03/2002,7/03/2002,3,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
Dylan - Tropical Storm (2014),Dylan,Tropical Storm,2014,,55,Southern Pacific,,January,29/01/2014,31/01/2014,3,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Edna - Tropical Storm (2014),Edna,Tropical Storm,2014,,50,Southern Pacific,,February,4/02/2014,5/02/2014,2,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Elisa - Tropical Storm (2008),Elisa,Tropical Storm,2008,,45,Southern Pacific,,January,10/01/2008,11/01/2008,2,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
Ellie - Tropical Storm (2009),Ellie,Tropical Storm,2009,,40,Southern Pacific,,"January, February",31/01/2009,1/02/2009,2,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Evan - Tropical Storm (2004),Evan,Tropical Storm,2004,,35,Southern Pacific,,March,1/03/2004,2/03/2004,2,http://weather.unisys.com/hurricane/s_pacific/2004/index.php
Fritz - Tropical Storm (2004),Fritz,Tropical Storm,2004,,35,Southern Pacific,,February,12/02/2004,12/02/2004,1,http://weather.unisys.com/hurricane/s_pacific/2004/index.php
Gillian - Tropical Storm (2014),Gillian,Tropical Storm,2014,,35,Southern Pacific,,March,8/03/2014,10/03/2014,3,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Grace - Tropical Storm (2004),Grace,Tropical Storm,2004,,35,Southern Pacific,,March,21/03/2004,22/03/2004,2,http://weather.unisys.com/hurricane/s_pacific/2004/index.php
Hadi - Tropical Storm (2014),Hadi,Tropical Storm,2014,,35,Southern Pacific,,March,10/03/2014,11/03/2014,2,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Haley - Tropical Storm (2013),Haley,Tropical Storm,2013,,45,Southern Pacific,,February,10/02/2013,11/02/2013,2,http://weather.unisys.com/hurricane/s_pacific/2013/index.php
Harvey - Tropical Storm (2005) - Southern Pacific,Harvey,Tropical Storm,2005,,50,Southern Pacific,,February,6/02/2005,7/02/2005,2,http://weather.unisys.com/hurricane/s_pacific/2005/index.php
Hettie - Tropical Storm (2009),Hettie,Tropical Storm,2009,,35,Southern Pacific,,January,28/01/2009,29/01/2009,2,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Innis - Tropical Storm (2009),Innis,Tropical Storm,2009,,35,Southern Pacific,,February,17/02/2009,18/02/2009,2,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Jasper - Tropical Storm (2009),Jasper,Tropical Storm,2009,,45,Southern Pacific,,March,24/03/2009,25/03/2009,2,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Joni - Tropical Storm (2009),Joni,Tropical Storm,2009,,55,Southern Pacific,,March,11/03/2009,13/03/2009,3,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
June - Tropical Storm (2014),June,Tropical Storm,2014,,40,Southern Pacific,,January,17/01/2014,19/01/2014,3,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Kate - Tropical Storm (2006),Kate,Tropical Storm,2006,,50,Southern Pacific,,February,22/02/2006,24/02/2006,3,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Ken - Tropical Storm (2009),Ken,Tropical Storm,2009,,45,Southern Pacific,,March,17/03/2009,19/03/2009,3,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Kofi - Tropical Storm (2014),Kofi,Tropical Storm,2014,,50,Southern Pacific,,March,1/03/2014,3/03/2014,3,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Lin - Tropical Storm (2009),Lin,Tropical Storm,2009,,50,Southern Pacific,,April,4/04/2009,5/04/2009,2,http://weather.unisys.com/hurricane/s_pacific/2009/index.php
Mike - Tropical Storm (2014),Mike,Tropical Storm,2014,,35,Southern Pacific,,March,19/03/2014,19/03/2014,1,http://weather.unisys.com/hurricane/s_pacific/2014/index.php
Mona - Tropical Storm (2000),Mona,Tropical Storm,2000,,45,Southern Pacific,,March,10/03/2000,11/03/2000,2,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Neil - Tropical Storm (2000),Neil,Tropical Storm,2000,,40,Southern Pacific,,April,15/04/2000,17/04/2000,3,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Nelson - Tropical Storm (2007),Nelson,Tropical Storm,2007,,45,Southern Pacific,,February,6/02/2007,6/02/2007,1,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
Nisha - Tropical Storm (2010),Nisha,Tropical Storm,2010,,50,Southern Pacific,,January,27/01/2010,30/01/2010,4,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Olga - Tropical Storm (2010),Olga,Tropical Storm,2010,,50,Southern Pacific,,January,23/01/2010,30/01/2010,8,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Oma - Tropical Storm (2001),Oma,Tropical Storm,2001,,50,Southern Pacific,,February,20/02/2001,22/02/2001,3,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
Oswald - Tropical Storm (2013),Oswald,Tropical Storm,2013,,35,Southern Pacific,,January,21/01/2013,21/01/2013,1,http://weather.unisys.com/hurricane/s_pacific/2013/index.php
Paul - Tropical Storm (2010),Paul,Tropical Storm,2010,,60,Southern Pacific,,March,27/03/2010,30/03/2010,4,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Pierre - Tropical Storm (2007),Pierre,Tropical Storm,2007,,35,Southern Pacific,,May,17/05/2007,18/05/2007,2,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
Rae - Tropical Storm (2005),Rae,Tropical Storm,2005,,35,Southern Pacific,,March,6/03/2005,6/03/2005,1,http://weather.unisys.com/hurricane/s_pacific/2005/index.php
Rita - Tropical Storm (2001),Rita,Tropical Storm,2001,,40,Southern Pacific,,March,2/03/2001,5/03/2001,4,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
Sarah - Tropical Storm (2010),Sarah,Tropical Storm,2010,,35,Southern Pacific,,February,27/02/2010,27/02/2010,1,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Seventeen - Tropical Storm (2010),Seventeen,Tropical Storm,2010,,35,Southern Pacific,,February,21/02/2010,22/02/2010,2,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Tam - Tropical Storm (2006),Tam,Tropical Storm,2006,,35,Southern Pacific,,January,13/01/2006,14/01/2006,2,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Tasha - Tropical Storm (2010),Tasha,Tropical Storm,2010,,35,Southern Pacific,,December,24/12/2010,25/12/2010,2,http://weather.unisys.com/hurricane/s_pacific/2010/index.php
Tessi - Tropical Storm (2000),Tessi,Tropical Storm,2000,,45,Southern Pacific,,April,1/04/2000,3/04/2000,3,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Tim - Tropical Storm (2013),Tim,Tropical Storm,2013,,55,Southern Pacific,,March,13/03/2013,17/03/2013,5,http://weather.unisys.com/hurricane/s_pacific/2013/index.php
Trina - Tropical Storm (2001),Trina,Tropical Storm,2001,,35,Southern Pacific,,"November, December",30/11/2001,1/12/2001,2,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
Twenty-One - Tropical Storm (2012),Twenty-One,Tropical Storm,2012,,35,Southern Pacific,,June,29/06/2012,30/06/2012,2,http://weather.unisys.com/hurricane/s_pacific/2012/index.php
Upia - Tropical Storm (2002),Upia,Tropical Storm,2002,,35,Southern Pacific,,May,25/05/2002,28/05/2002,4,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
Urmil - Tropical Storm (2006),Urmil,Tropical Storm,2006,,45,Southern Pacific,,January,15/01/2006,15/01/2006,1,http://weather.unisys.com/hurricane/s_pacific/2006/index.php
Vania - Tropical Storm (2011),Vania,Tropical Storm,2011,,60,Southern Pacific,,January,11/01/2011,15/01/2011,5,http://weather.unisys.com/hurricane/s_pacific/2011/index.php
Vaughan - Tropical Storm (2000),Vaughan,Tropical Storm,2000,,55,Southern Pacific,,April,4/04/2000,7/04/2000,4,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Winsome - Tropical Storm (2001),Winsome,Tropical Storm,2001,,45,Southern Pacific,,February,10/02/2001,11/02/2001,2,http://weather.unisys.com/hurricane/s_pacific/2001/index.php
Yolande - Tropical Storm (2002),Yolande,Tropical Storm,2002,,40,Southern Pacific,,December,4/12/2002,5/12/2002,2,http://weather.unisys.com/hurricane/s_pacific/2002/index.php
Zaka - Tropical Storm (2011),Zaka,Tropical Storm,2011,,45,Southern Pacific,,February,6/02/2011,7/02/2011,2,http://weather.unisys.com/hurricane/s_pacific/2011/index.php
Zane - Tropical Storm (2013),Zane,Tropical Storm,2013,,60,Southern Pacific,,"April, May",30/04/2013,1/05/2013,2,http://weather.unisys.com/hurricane/s_pacific/2013/index.php
Zita - Tropical Storm (2007),Zita,Tropical Storm,2007,,50,Southern Pacific,,January,23/01/2007,24/01/2007,2,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
(09w) - Tropical Storm (2007),(09w),Tropical Storm,2007,,40,Western Pacific,,August,12/08/2007,12/08/2007,1,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
(10w) - Tropical Storm (2007),(10w),Tropical Storm,2007,,35,Western Pacific,,August,28/08/2007,29/08/2007,2,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
#1 - Tropical Storm (2008),#1,Tropical Storm,2008,,40,Western Pacific,,January,12/01/2008,17/01/2008,6,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#10 - Tropical Storm (2008),#10,Tropical Storm,2008,,50,Western Pacific,,August,3/08/2008,7/08/2008,5,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#11 - Tropical Storm (2008),#11,Tropical Storm,2008,,35,Western Pacific,,August,11/08/2008,15/08/2008,5,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#12 - Tropical Storm (2008),#12,Tropical Storm,2008,,55,Western Pacific,,August,12/08/2008,17/08/2008,6,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#14 - Tropical Storm (2008),#14,Tropical Storm,2008,,35,Western Pacific,,August,25/08/2008,29/08/2008,5,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#16 - Tropical Storm (2008),#16,Tropical Storm,2008,,35,Western Pacific,,September,9/09/2008,12/09/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#17 - Tropical Storm (2008),#17,Tropical Storm,2008,,35,Western Pacific,,September,12/09/2008,15/09/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#20 - Tropical Storm (2008),#20,Tropical Storm,2008,,55,Western Pacific,,September,27/09/2008,30/09/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#21 - Tropical Storm (2008),#21,Tropical Storm,2008,,40,Western Pacific,,"September, October",27/09/2008,6/10/2008,10,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#22 - Tropical Storm (2008),#22,Tropical Storm,2008,,35,Western Pacific,,October,12/10/2008,15/10/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#23 - Tropical Storm (2008),#23,Tropical Storm,2008,,45,Western Pacific,,October,17/10/2008,20/10/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#24 - Tropical Storm (2008),#24,Tropical Storm,2008,,55,Western Pacific,,November,5/11/2008,13/11/2008,9,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#25 - Tropical Storm (2008),#25,Tropical Storm,2008,,40,Western Pacific,,November,14/11/2008,17/11/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#26 - Tropical Storm (2008),#26,Tropical Storm,2008,,40,Western Pacific,,November,14/11/2008,17/11/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
#4 - Tropical Storm (2008),#4,Tropical Storm,2008,,40,Western Pacific,,May,13/05/2008,16/05/2008,4,http://weather.unisys.com/hurricane/w_pacific/2008H/index.php
01w - Tropical Storm (2004),01w,Tropical Storm,2004,,35,Western Pacific,,February,11/02/2004,16/02/2004,6,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
01w - Tropical Storm (2006),01w,Tropical Storm,2006,,35,Western Pacific,,March,4/03/2006,7/03/2006,4,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
02w - Tropical Storm (2004),02w,Tropical Storm,2004,,45,Western Pacific,,March,16/03/2004,22/03/2004,7,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
05w - Tropical Storm (2004),05w,Tropical Storm,2004,,35,Western Pacific,,May,15/05/2004,17/05/2004,3,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
06w - Tropical Storm (2006),06w,Tropical Storm,2006,,35,Western Pacific,,July,18/07/2006,19/07/2006,2,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
06w - Tropical Storm (2007),06w,Tropical Storm,2007,,35,Western Pacific,,August,2/08/2007,6/08/2007,5,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
08w - Tropical Storm (2002),08w,Tropical Storm,2002,,35,Western Pacific,,June,28/06/2002,28/06/2002,1,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
21w - Tropical Storm (2004),21w,Tropical Storm,2004,,35,Western Pacific,,August,26/08/2004,28/08/2004,3,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
26w - Tropical Storm (2000),26w,Tropical Storm,2000,,50,Western Pacific,,September,17/09/2000,18/09/2000,2,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
26w - Tropical Storm (2001),26w,Tropical Storm,2001,,45,Western Pacific,,October,19/10/2001,20/10/2001,2,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
27w - Tropical Storm (2004),27w,Tropical Storm,2004,,45,Western Pacific,,October,12/10/2004,13/10/2004,2,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
27w - Tropical Storm (2002),27w,Tropical Storm,2002,,35,Western Pacific,,October,17/10/2002,19/10/2002,3,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
28w - Tropical Storm (2002),28w,Tropical Storm,2002,,35,Western Pacific,,October,18/10/2002,19/10/2002,2,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
32w - Tropical Storm (2004),32w,Tropical Storm,2004,,35,Western Pacific,,December,17/12/2004,18/12/2004,2,http://weather.unisys.com/hurricane/w_pacific/2004H/index.php
Aere - Tropical Storm (2011),Aere,Tropical Storm,2011,,50,Western Pacific,,May,6/05/2011,11/05/2011,6,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Banyan - Tropical Storm (2011),Banyan,Tropical Storm,2011,,35,Western Pacific,,October,10/10/2011,14/10/2011,5,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Bebinca - Tropical Storm (2013),Bebinca,Tropical Storm,2013,,35,Western Pacific,,June,20/06/2013,23/06/2013,4,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Bebinca - Tropical Storm (2006),Bebinca,Tropical Storm,2006,,45,Western Pacific,,October,1/10/2006,6/10/2006,6,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Bilis - Tropical Storm (2006),Bilis,Tropical Storm,2006,,55,Western Pacific,,July,9/07/2006,14/07/2006,6,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Bolaven - Tropical Storm (2000),Bolaven,Tropical Storm,2000,,50,Western Pacific,,July,24/07/2000,30/07/2000,7,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Bopha - Tropical Storm (2006),Bopha,Tropical Storm,2006,,50,Western Pacific,,August,6/08/2006,10/08/2006,5,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Bopha - Tropical Storm (2000),Bopha,Tropical Storm,2000,,55,Western Pacific,,September,5/09/2000,11/09/2000,7,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Cass - Tropical Storm (1997),Cass,Tropical Storm,1997,,45,Western Pacific,,August,28/08/1997,30/08/1997,3,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Chanchu - Tropical Storm (2000),Chanchu,Tropical Storm,2000,,40,Western Pacific,,July,28/07/2000,29/07/2000,2,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Cimaron - Tropical Storm (2001),Cimaron,Tropical Storm,2001,,60,Western Pacific,,May,11/05/2001,14/05/2001,4,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
Cimaron - Tropical Storm (2013),Cimaron,Tropical Storm,2013,,40,Western Pacific,,July,15/07/2013,18/07/2013,4,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Danas - Tropical Storm (2007),Danas,Tropical Storm,2007,,60,Western Pacific,,September,7/09/2007,11/09/2007,5,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Dianmu - Tropical Storm (2010),Dianmu,Tropical Storm,2010,,55,Western Pacific,,August,8/08/2010,12/08/2010,5,http://weather.unisys.com/hurricane/w_pacific/2010H/index.php
Ella - Tropical Storm (1997),Ella,Tropical Storm,1997,,40,Western Pacific,,September,21/09/1997,23/09/1997,3,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Faxai - Tropical Storm (2007),Faxai,Tropical Storm,2007,,40,Western Pacific,,October,26/10/2007,27/10/2007,2,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Fengshen - Tropical Storm (2014),Fengshen,Tropical Storm,2014,,60,Western Pacific,,September,7/09/2014,9/09/2014,3,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Fitow - Tropical Storm (2001),Fitow,Tropical Storm,2001,,40,Western Pacific,,August,29/08/2001,31/08/2001,3,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
Francisco - Tropical Storm (2007),Francisco,Tropical Storm,2007,,45,Western Pacific,,September,23/09/2007,25/09/2007,3,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
Fung wong - Tropical Storm (2014),Fung wong,Tropical Storm,2014,,50,Western Pacific,,September,17/09/2014,23/09/2014,7,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Hagibis - Tropical Storm (2014),Hagibis,Tropical Storm,2014,,45,Western Pacific,,June,14/06/2014,17/06/2014,4,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Hagupit - Tropical Storm (2002),Hagupit,Tropical Storm,2002,,45,Western Pacific,,September,11/09/2002,12/09/2002,2,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Haima - Tropical Storm (2011),Haima,Tropical Storm,2011,,35,Western Pacific,,June,16/06/2011,24/06/2011,9,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Haitang - Tropical Storm (2011),Haitang,Tropical Storm,2011,,35,Western Pacific,,September,24/09/2011,26/09/2011,3,http://weather.unisys.com/hurricane/w_pacific/2011H/index.php
Hank - Tropical Storm (1997),Hank,Tropical Storm,1997,,40,Western Pacific,,October,3/10/1997,3/10/1997,1,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Hannah - Tropical Storm (1997),Hannah,Tropical Storm,1997,,50,Western Pacific,,January,19/01/1997,24/01/1997,6,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Jebi - Tropical Storm (2013),Jebi,Tropical Storm,2013,,60,Western Pacific,,"July, August",31/07/2013,3/08/2013,4,http://weather.unisys.com/hurricane/w_pacific/2013/index.php
Jelawat - Tropical Storm (2006),Jelawat,Tropical Storm,2006,,45,Western Pacific,,June,26/06/2006,29/06/2006,4,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
Jimmy - Tropical Storm (1997),Jimmy,Tropical Storm,1997,,50,Western Pacific,,April,22/04/1997,25/04/1997,4,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
Kaemi - Tropical Storm (2000),Kaemi,Tropical Storm,2000,,45,Western Pacific,,August,20/08/2000,22/08/2000,3,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
Kajiki - Tropical Storm (2014),Kajiki,Tropical Storm,2014,,35,Western Pacific,,"January, February",30/01/2014,1/02/2014,3,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Kajiki - Tropical Storm (2001),Kajiki,Tropical Storm,2001,,35,Western Pacific,,December,5/12/2001,9/12/2001,5,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
Kammuri - Tropical Storm (2014),Kammuri,Tropical Storm,2014,,55,Western Pacific,,September,24/09/2014,29/09/2014,6,http://weather.unisys.com/hurricane/w_pacific/2014/index.php
Kammuri - Tropical Storm (2002),Kammuri,Tropical Storm,2002,,45,Western Pacific,,August,2/08/2002,5/08/2002,4,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
Kelly - Tropical Storm (1997),Kelly,Tropical Storm,1997,,45,Western Pacific,,May,7/05/1997,10/05/1997,4,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
